time,ax,ay,az,aT
3.0800,0.4950,0.0247,-0.1678,0.523
3.0840,0.3783,0.0484,-0.2974,0.484
3.0940,0.3887,0.1039,-0.3246,0.517
3.0990,0.4717,0.1308,-0.2385,0.544
3.1350,0.5464,0.0989,-0.0948,0.563
3.1360,0.5083,0.0315,-0.1013,0.519
3.1370,0.4054,-0.0554,-0.2101,0.460
3.1380,0.3250,-0.1255,-0.2334,0.419
3.1470,0.3058,-0.1482,-0.1785,0.384
3.1490,0.3518,-0.1126,-0.0725,0.376
3.1600,0.4205,-0.0636,0.0672,0.431
3.1740,0.4295,-0.0119,0.0711,0.436
3.1750,0.3917,0.0074,-0.0443,0.394
3.1840,0.3528,-0.0008,-0.1788,0.396
3.1950,0.3353,0.0089,-0.3000,0.450
3.1990,0.3436,0.0095,-0.3460,0.488
3.2160,0.3390,0.0542,-0.3604,0.498
3.2190,0.3355,0.0670,-0.2938,0.451
3.2680,0.2813,0.0726,-0.1106,0.311
3.2710,0.2491,0.0916,0.0567,0.271
3.2720,0.1612,0.1486,0.2705,0.348
3.2730,0.0693,0.2042,0.4771,0.524
3.2740,-0.0432,0.2189,0.5212,0.567
3.2750,-0.1920,0.1808,0.2946,0.395
3.2760,-0.2172,0.0676,0.0951,0.247
3.2840,-0.0860,-0.0205,0.0475,0.100
3.2970,0.1060,-0.0758,-0.0581,0.143
3.2990,0.2382,-0.0984,-0.2377,0.351
3.3100,0.3069,-0.0921,-0.2765,0.423
3.3140,0.3077,-0.0977,-0.1686,0.364
3.3250,0.2662,-0.0747,-0.0101,0.277
3.3340,0.1722,-0.0360,0.1239,0.215
3.3490,0.1036,0.0104,0.1588,0.190
3.3500,0.0236,0.1006,0.1836,0.211
3.3590,0.0087,0.1655,0.1361,0.214
3.3640,-0.0072,0.1397,0.1193,0.184
3.3950,0.0500,0.0755,0.1711,0.194
3.3960,0.0888,0.0433,0.1996,0.223
3.3970,0.1059,0.0232,0.1464,0.182
3.3990,0.1205,-0.0109,0.0069,0.121
3.4100,0.1180,-0.0381,-0.1032,0.161
3.4140,0.1372,-0.0334,-0.1658,0.218
3.4250,0.1937,0.0124,-0.1392,0.239
3.4350,0.2752,0.0396,-0.0363,0.280
3.4410,0.3247,0.0351,0.1242,0.349
3.4550,0.2592,0.1296,0.2688,0.395
3.4600,0.2158,0.2019,0.3035,0.424
3.4650,0.1376,0.1484,0.2424,0.316
3.4750,0.0346,0.0517,-0.0122,0.063
3.4850,-0.0219,-0.0715,-0.2966,0.306
3.5000,0.0137,-0.1996,-0.3425,0.397
3.5070,0.0609,-0.2247,-0.1815,0.295
3.5070,0.0787,-0.1356,-0.0140,0.157
3.5580,0.0785,-0.0196,0.0119,0.082
3.5590,0.0994,0.0447,-0.0500,0.120
3.5590,0.0831,0.0951,-0.0190,0.128
3.5600,0.0859,0.2196,0.0051,0.236
3.5600,0.1205,0.1887,0.0639,0.233
3.5610,0.0925,0.1062,0.1172,0.183
3.5650,0.0572,0.0581,0.1587,0.178
3.5760,0.0110,0.0201,0.2023,0.204
