time,ax,ay,az,aT
7.9860,3.6774,-3.8393,0.4438,5.335
7.9950,3.7427,-3.9096,0.3958,5.427
8.0030,3.5442,-3.0289,1.3578,4.856
8.0110,3.1655,-2.4178,2.2734,4.586
8.0200,2.9471,-1.7705,2.9934,4.559
8.0280,2.5636,-1.3683,3.3222,4.414
8.0360,1.8233,-1.2728,3.0536,3.777
8.0450,1.9166,-1.3616,3.0188,3.826
8.0550,1.0551,-1.1197,2.6498,3.064
8.0620,0.4646,-0.7162,2.0920,2.259
8.0700,0.4488,-0.3002,1.4800,1.575
8.0780,0.5552,0.1096,0.6003,0.825
8.0860,0.9015,-1.0143,1.4269,1.969
8.0980,0.7671,-1.1087,2.2132,2.591
8.1040,0.8098,-1.1438,2.2360,2.639
8.1140,0.3319,-0.4019,2.1354,2.198
8.1200,-0.4861,0.3498,1.3532,1.480
8.1300,-1.1138,0.7388,0.8800,1.600
8.1370,-1.5052,0.8197,0.7327,1.864
8.1460,-1.7997,0.7520,1.2116,2.296
8.1550,-2.0378,0.3426,1.9385,2.833
8.1630,-1.8900,0.2410,1.9301,2.712
8.1720,-2.0498,-0.2321,2.2585,3.059
8.1830,-1.6778,-0.4668,2.0097,2.659
8.1870,-1.1722,-0.4403,0.8996,1.542
8.1960,-0.5130,0.1204,0.0536,0.530
8.2050,0.5800,0.9362,-1.2669,1.679
8.2130,2.5318,0.9907,-2.3372,3.585
8.2220,2.6616,0.9196,-2.3851,3.690
8.2300,4.2934,0.3542,-1.6185,4.602
8.2400,5.1188,0.3880,-1.0354,5.237
8.2460,5.4411,0.4075,-0.2744,5.463
8.2560,4.1898,-0.4993,1.8169,4.594
8.2630,2.7659,-1.4521,2.8542,4.231
8.2730,2.8806,-1.5045,2.8631,4.331
8.2800,1.8264,-2.0460,3.2525,4.255
8.2890,0.9139,-2.1935,2.8495,3.710
8.2970,0.2401,-2.5543,1.9897,3.247
8.3060,-0.0598,-2.4617,1.3372,2.802
8.3140,0.1483,-1.8767,0.5415,1.959
8.3290,-0.2132,-2.0729,-0.0815,2.085
8.3310,-0.0874,-2.1091,-0.1168,2.114
8.3380,-0.5963,-2.2974,0.6533,2.462
8.3470,-1.8200,-2.1286,0.8042,2.914
8.3560,-1.6194,-2.2319,1.0683,2.957
8.3650,-1.3448,-2.4313,0.8128,2.895
8.3720,-1.2124,-2.1394,0.0773,2.460
8.3810,-1.9443,-2.8061,0.9966,3.556
8.3890,-1.8553,-2.8238,1.0111,3.527
8.3990,-0.5022,-2.1533,-1.2872,2.559
8.4050,0.7638,1.3554,-3.1244,3.490
8.4160,1.0910,3.4478,-1.1462,3.794
8.4230,0.8747,4.6361,-0.5396,4.749
8.4310,1.8755,4.6679,0.4652,5.052
8.4400,1.9539,4.6422,0.4445,5.056
8.4480,1.3852,3.7169,0.2715,3.976
8.4570,-0.9917,3.5784,0.5932,3.760
8.4770,-0.5350,4.3463,1.2274,4.548
8.4780,-0.0654,6.9769,12.1933,14.048
8.4840,0.0482,5.0419,3.2931,6.022
8.4900,-0.5632,2.8945,2.2381,3.702
8.4990,-0.5531,2.8848,2.2571,3.704
8.5060,1.1791,1.2702,3.2175,3.655
8.5150,1.2560,0.0284,2.3814,2.693
8.5240,0.9506,-0.1562,0.5996,1.135
8.5310,0.4902,-0.2036,-0.5473,0.762
8.5400,0.0293,-0.1715,-0.7407,0.761
8.5490,0.3058,-0.0786,-0.3405,0.464
8.5650,0.3193,-0.0817,-0.3262,0.464
8.5660,0.8596,-0.2404,0.2048,0.916
8.5780,0.5792,-0.3206,0.6320,0.915
8.5820,0.1043,-0.2834,0.9828,1.028
8.5910,-0.3910,-0.1876,1.0250,1.113
8.5990,-0.7893,-0.3464,1.0931,1.392
8.6070,-0.8579,-0.2110,0.6975,1.126
8.6150,-0.8513,-0.2127,0.7195,1.135
8.6240,-0.6873,0.0398,0.7653,1.029
8.6320,-0.7164,-0.1197,0.6559,0.979
8.6410,-0.5671,-0.2792,0.4530,0.778
8.6490,0.2656,-0.0076,0.5263,0.590
8.6580,0.5092,0.3616,-0.4422,0.765
8.6660,0.5218,0.3577,-0.4108,0.754
8.6740,0.3650,0.7248,0.1279,0.822
8.6820,-0.1587,0.5623,0.5029,0.771
8.6960,4.7984,-1.7721,-1.7269,5.399
8.6990,3.3851,-4.9094,0.1181,5.965
8.7080,0.6483,-7.5164,2.4492,7.932
8.7190,-0.9741,-9.2153,1.4747,9.383
8.7250,-0.8845,-9.2059,1.4793,9.366
8.7350,-1.8245,-8.9600,1.1668,9.218
8.7420,-1.4710,-7.2444,-1.7632,7.600
8.7510,-1.4421,-5.4137,-1.3791,5.770
8.7590,-0.8891,-4.0753,-1.1242,4.320
8.7670,-0.7308,-3.3262,1.2222,3.618
8.7750,-0.9812,-5.0250,1.4914,5.333
8.7840,-0.9434,-5.0169,1.4656,5.311
8.8080,-2.9736,-6.9847,4.2258,8.688
8.8090,-3.6483,-3.8192,3.8135,6.514
8.8100,-0.3056,3.7056,-0.5787,3.763
8.8180,2.6271,14.1881,1.2600,14.484
8.8250,4.0931,19.0085,1.1450,19.478
8.8340,2.2305,14.5605,2.1868,14.892
8.8420,2.3422,14.5277,2.1283,14.868
8.8510,-0.2547,9.3490,3.4921,9.983
8.8590,-1.2266,5.8650,2.6621,6.557
8.8670,-0.3032,3.3272,1.4947,3.660
8.8750,0.3851,1.0477,1.4422,1.824
8.8840,0.7976,-0.5223,0.9857,1.371
8.8930,0.7829,-0.5228,1.0298,1.395
8.9010,1.0717,-1.2080,0.3970,1.663
8.9110,0.7045,-1.1869,0.4575,1.454
8.9170,0.6344,-0.7740,0.4846,1.112
8.9270,0.5842,-0.4597,0.7208,1.035
8.9340,0.5338,-0.2636,0.6852,0.908
8.9430,0.4823,-0.3224,0.4987,0.765
8.9510,0.4880,-0.3225,0.5164,0.780
8.9640,0.3945,-0.3619,0.4439,0.695
8.9680,0.3389,-0.3033,0.3738,0.589
8.9770,0.1843,-0.2055,0.4206,0.503
8.9850,0.1068,-0.0687,0.5437,0.558
8.9940,-0.0496,0.1462,0.6650,0.683
9.0020,-0.1270,0.1650,0.6089,0.644
9.0100,-0.1254,0.1643,0.6309,0.664
9.0180,-0.2209,0.1636,0.5940,0.655
9.0270,-0.2565,0.1825,0.5371,0.623
9.0380,-0.3098,0.1622,0.4203,0.547
9.0430,-0.2251,0.2790,0.3413,0.495
9.0520,-0.1200,0.2782,0.2219,0.376
9.0610,-0.0728,0.2969,0.1585,0.344
9.0690,-0.0643,0.2960,0.1705,0.348
9.0770,0.0616,0.1582,0.1806,0.248
9.0850,0.1091,0.0402,0.1301,0.174
9.0940,0.2350,-0.0580,0.2747,0.366
9.1070,0.3602,-0.0385,0.3205,0.484
9.1160,0.3672,0.0200,0.3850,0.532
9.1230,0.3735,0.0198,0.3909,0.541
9.1270,0.3399,0.1174,0.4358,0.565
9.1360,0.4419,0.1562,0.3825,0.605
9.1440,0.5032,0.1557,0.3486,0.632
9.1530,0.4658,0.0965,0.3527,0.592
9.1610,0.4279,-0.0213,0.3162,0.532
9.1690,0.4483,-0.0019,0.3367,0.561
9.1770,0.4490,-0.0021,0.3366,0.561
9.1860,0.4103,-0.0219,0.3362,0.531
9.1960,0.5085,-0.1003,0.2963,0.597
9.2030,0.5084,-0.1395,0.3343,0.624
9.2110,0.4879,-0.1785,0.2937,0.597
9.2200,0.4865,-0.1392,0.3907,0.639
9.2340,0.4456,-0.0804,0.2923,0.539
9.2370,0.4442,-0.0804,0.2927,0.538
9.2490,0.4818,0.0370,0.3717,0.610
9.2540,0.4012,0.0955,0.5098,0.656
9.2620,0.3796,0.1343,0.4913,0.635
9.2700,0.2800,0.0556,0.3561,0.456
9.2790,0.2592,0.0553,0.4570,0.528
9.2870,0.2587,0.0551,0.7729,0.817
9.2950,0.2585,-0.0235,0.5205,0.582
9.3040,0.2392,-0.0040,0.4061,0.471
9.3120,0.2790,-0.0825,0.2332,0.373
9.3200,0.3187,-0.1020,0.2362,0.410
9.3290,0.3382,-0.1998,0.2196,0.450
9.3370,0.3769,-0.1604,0.2627,0.487
9.3460,0.3755,-0.1602,0.2670,0.488
9.3580,0.3731,-0.1012,0.1933,0.432
9.3630,0.4294,-0.0620,0.2767,0.515
9.3740,0.4223,-0.0043,0.3371,0.540
